20000.0,1,2020
15000.0,1,2020
35000.0,1,2020
76000.0,1,2020
80000.0,1,2020
90000.0,1,2020
100000.0,1,2020
210000.0,1,2020
15000.0,1,2020
35000.0,1,2020
76000.0,1,2020
90000.0,1,2020
100000.0,1,2020
210000.0,1,2020
20000.0,2,2021
15000.0,2,2021
35000.0,2,2021
76000.0,2,2021
80000.0,2,2021
90000.0,2,2021
100000.0,2,2021
210000.0,2,2021
20000.0,2,2021
15000.0,2,2021
35000.0,2,2021
120000.0,2,2021
76000.0,2,2021
107000.0,2,2021
120000.0,2,2021
76000.0,2,2021
80000.0,2,2021
90000.0,2,2021
100000.0,2,2021
210000.0,2,2021
79900.0,12,2021
94000.0,12,2021
89300.0,12,2021
30400.0,12,2021
92650.0,12,2021
92650.0,12,2021
27200.0,12,2021
80750.0,12,2021
119850.0,12,2021
54400.0,12,2021
12750.0,12,2021
27200.0,12,2021
27200.0,12,2021
27200.0,12,2021
14250.0,12,2021
39950.0,12,2021
53000.0,12,2021
47000.0,12,2021
15000.0,12,2021
39950.0,12,2021
39950.0,12,2021
39950.0,12,2021
39950.0,12,2021
48000.0,12,2021
39950.0,12,2021
67150.0,12,2021
81600.0,12,2021
53550.0,12,2021
12750.0,12,2021
39950.0,12,2021
107100.0,12,2021
80750.0,12,2021
